customer_name,customer_gender,customer_id,product_name,product_price,product_category,customer_city,customer_state,month,year,customer_new_or_return,,
Stephanie Simpson,F,2818,Product 23,49,Bathroom,Melbourne,VIC,11,2014,return,,
Stephanie Simpson,F,2818,Product 4,19,Bathroom,Melbourne,VIC,12,2014,return,,
Stephanie Simpson,F,2818,Product 4,19,Clothes-Men,Melbourne,VIC,12,2014,return,,
Abigail Bond,F,2827,Product 44,219,Household,Sydney,NSW,4,2014,new,,
Abigail Bond,F,2827,Product 18,24,Household,Sydney,NSW,4,2014,return,,
Abigail Bond,F,2827,Product 13,25,Shoes,Sydney,NSW,6,2014,return,,
Abigail Bond,F,2827,Product 8,69,Shoes,Sydney,NSW,7,2014,return,,
Abigail Bond,F,2827,Product 8,69,Shoes,Melbourne,VIC,10,2014,return,,
Abigail Bond,F,2827,Product 8,69,Shoes,Melbourne,VIC,10,2014,return,,
Abigail Bond,F,2827,Product 8,69,Shoes,Melbourne,VIC,10,2014,return,,
Abigail Bond,F,2827,Product 12,59,Shoes,Brisbane,QLD,10,2014,return,,
Abigail Bond,F,2827,Product 2,39,Shoes,Sydney,NSW,11,2014,return,,
Abigail Bond,F,2827,Product 18,24,Shoes,Sydney,NSW,11,2014,return,,
Leah Avery,F,2837,Product 33,6,Shoes,Sydney,NSW,6,2014,new,,
Leah Avery,F,2837,Product 12,59,Shoes,Sydney,NSW,10,2014,return,,
Natalie Bond,F,2840,Product 10,15,Bathroom,Melbourne,VIC,2,2014,new,,
Natalie Bond,F,2840,Product 2,39,Accessories,Melbourne,VIC,3,2014,return,,
Natalie Bond,F,2840,Product 68,95,Shoes,Sydney,NSW,4,2014,return,,
Natalie Bond,F,2840,Product 3,14,Bathroom,Melbourne,VIC,9,2014,return,,
Natalie Bond,F,2840,Product 4,19,Shoes,Sydney,NSW,9,2014,return,,
Natalie Bond,F,2840,Product 2,39,Bathroom,Melbourne,VIC,9,2014,return,,
Natalie Bond,F,2840,Product 13,25,Shoes,Sydney,NSW,10,2014,return,,
Bella Sharp,F,2849,Product 16,29,Shoes,Sydney,NSW,7,2014,new,,
Bella Sharp,F,2849,Product 44,219,Household,Sydney,NSW,10,2014,return,,
Sally Slater,F,2855,Product 3,14,Shoes,Sydney,NSW,3,2014,new,,
Sally Slater,F,2855,Product 12,59,Clothes-Men,Sydney,NSW,10,2014,return,,
Thomas Parsons,M,2859,Product 15,99,Clothes-Women,Melbourne,VIC,10,2014,new,,
Thomas Parsons,M,2859,Product 8,69,Clothes-Women,Melbourne,VIC,10,2014,return,,
Rose Dowd,F,2865,Product 2,39,Clothes-Men,Brisbane,QLD,1,2014,new,,
Rose Dowd,F,2865,Product 2,39,Bathroom,Brisbane,QLD,4,2014,return,,
Rose Dowd,F,2865,Product 26,55,Shoes,Sydney,NSW,10,2014,return,,
Alexandra Dickens,F,2871,Product 62,75,Clothes-Women,Sydney,NSW,1,2014,new,,
Alexandra Dickens,F,2871,Product 5,35,Bathroom,Sydney,NSW,1,2014,return,,
Alexandra Dickens,F,2871,Product 5,35,Bathroom,Sydney,NSW,3,2014,return,,
Alexandra Dickens,F,2871,Product 33,6,Bathroom,Sydney,NSW,7,2014,return,,
Alexandra Dickens,F,2871,Product 23,49,Clothes-Men,Sydney,NSW,10,2014,return,,
Alexandra Dickens,F,2871,Product 8,69,Bathroom,Sydney,NSW,10,2014,return,,
Andrea Howard,F,2872,Product 18,24,Clothes-Men,Sydney,NSW,3,2014,new,,
Andrea Howard,F,2872,Product 21,79,Clothes-Men,Sydney,NSW,7,2014,return,,
Andrea Howard,F,2872,Product 2,39,Outerwear,Sydney,NSW,10,2014,return,,
Bernadette Alsop,F,2878,Product 2,39,Clothes-Men,Melbourne,VIC,2,2014,new,,
Bernadette Alsop,F,2878,Product 19,89,Clothes-Women,Melbourne,VIC,9,2014,return,,
Bernadette Alsop,F,2878,Product 6,5,Shoes,Sydney,NSW,9,2014,return,,
Bernadette Alsop,F,2878,Product 16,29,Shoes,Sydney,NSW,10,2014,return,,
Bernadette Alsop,F,2878,Product 4,19,Shoes,Sydney,NSW,10,2014,return,,
Yvonne Mathis,F,2883,Product 16,29,Shoes,Sydney,NSW,2,2014,new,,
Yvonne Mathis,F,2883,Product 13,25,Shoes,Sydney,NSW,2,2014,return,,
Yvonne Mathis,F,2883,Product 12,59,Shoes,Sydney,NSW,2,2014,return,,
Yvonne Mathis,F,2883,Product 26,55,Bathroom,Sydney,NSW,6,2014,return,,
Yvonne Mathis,F,2883,Product 3,14,Household,Melbourne,VIC,7,2014,return,,
Yvonne Mathis,F,2883,Product 5,35,Household,Melbourne,VIC,7,2014,return,,
Yvonne Mathis,F,2883,Product 15,99,Bathroom,Melbourne,VIC,9,2014,return,,
Yvonne Mathis,F,2883,Product 13,25,Shoes,Sydney,NSW,9,2014,return,,
Yvonne Mathis,F,2883,Product 4,19,Shoes,Sydney,NSW,10,2014,return,,
Yvonne Mathis,F,2883,Product 115,36,Shoes,Sydney,NSW,10,2014,return,,
Yvonne Mathis,F,2883,Product 2,39,Shoes,Sydney,NSW,10,2014,return,,
Yvonne Mathis,F,2883,Product 4,19,Shoes,Sydney,NSW,11,2014,return,,
Alexandra Paterson,F,2887,Product 16,29,Shoes,Sydney,NSW,7,2014,new,,
Alexandra Paterson,F,2887,Product 23,49,Household,Melbourne,VIC,10,2014,return,,
Molly Paige,F,2899,Product 4,19,Shoes,Sydney,NSW,1,2014,new,,
Molly Paige,F,2899,Product 2,39,Shoes,Sydney,NSW,10,2014,return,,
Edward Rampling,M,2906,Product 9,98,Clothes-Men,Melbourne,VIC,10,2014,new,,
Carol Fraser,F,2919,Product 70,189,Shoes,Sydney,NSW,1,2014,new,,
Carol Fraser,F,2919,Product 70,189,Shoes,Sydney,NSW,1,2014,return,,
Carol Fraser,F,2919,Product 8,69,Shoes,Sydney,NSW,2,2014,return,,
Carol Fraser,F,2919,Product 12,59,Household,Sydney,NSW,3,2014,return,,
Carol Fraser,F,2919,Product 4,19,Shoes,Sydney,NSW,3,2014,return,,
Carol Fraser,F,2919,Product 79,60,Kitchen,Sydney,NSW,10,2014,return,,
Carol Fraser,F,2919,Product 79,60,Shoes,Sydney,NSW,12,2014,return,,
Madeleine Hill,F,2920,Product 57,10,Shoes,Sydney,NSW,6,2014,new,,
Madeleine Hill,F,2920,Product 4,19,Shoes,Sydney,NSW,7,2014,return,,
Madeleine Hill,F,2920,Product 16,29,Shoes,Sydney,NSW,7,2014,return,,
Madeleine Hill,F,2920,Product 2,39,Shoes,Sydney,NSW,7,2014,return,,
Madeleine Hill,F,2920,Product 16,29,Bathroom,Brisbane,QLD,9,2014,return,,
Madeleine Hill,F,2920,Product 16,29,Bathroom,Brisbane,QLD,10,2014,return,,
Alexander Hudson,M,2929,Product 26,55,Outerwear,Melbourne,VIC,10,2014,new,,
Donna Nash,F,2931,Product 10,15,Shoes,Sydney,NSW,1,2014,new,,
Donna Nash,F,2931,Product 6,5,Bathroom,Sydney,NSW,5,2014,return,,
Donna Nash,F,2931,Product 33,6,Bathroom,Sydney,NSW,5,2014,return,,
Donna Nash,F,2931,Product 33,6,Bathroom,Sydney,NSW,5,2014,return,,
Donna Nash,F,2931,Product 33,6,Bathroom,Sydney,NSW,5,2014,return,,
Donna Nash,F,2931,Product 16,29,Bathroom,Sydney,NSW,7,2014,return,,
Donna Nash,F,2931,Product 16,29,Bathroom,Melbourne,VIC,8,2014,return,,
Donna Nash,F,2931,Product 16,29,Bathroom,Sydney,NSW,9,2014,return,,
Donna Nash,F,2931,Product 10,15,Bathroom,Sydney,NSW,10,2014,return,,
Donna Nash,F,2931,Product 18,24,Furniture,Sydney,NSW,12,2014,return,,
Olivia Marshall,F,2937,Product 15,99,Clothes-Women,Melbourne,VIC,10,2014,new,,
Evan Roberts,M,2943,Product 5,35,Shoes,Sydney,NSW,8,2014,new,,
Evan Roberts,M,2943,Product 23,49,Shoes,Sydney,NSW,9,2014,return,,
Evan Roberts,M,2943,Product 2,39,Shoes,Sydney,NSW,9,2014,return,,
Evan Roberts,M,2943,Product 5,35,Shoes,Sydney,NSW,10,2014,return,,
Sonia Edmunds,F,2944,Product 8,69,Household,Melbourne,VIC,8,2014,new,,
Sonia Edmunds,F,2944,Product 18,24,Shoes,Sydney,NSW,10,2014,return,,
Sonia Edmunds,F,2944,Product 2,39,Bathroom,Melbourne,VIC,12,2014,return,,
Tracey Wright,F,2963,Product 4,19,Household,Sydney,NSW,1,2014,new,,
Tracey Wright,F,2963,Product 16,29,Shoes,Sydney,NSW,2,2014,return,,
Tracey Wright,F,2963,Product 10,15,Household,Sydney,NSW,2,2014,return,,
Tracey Wright,F,2963,Product 91,22,Shoes,Sydney,NSW,9,2014,return,,
Tracey Wright,F,2963,Product 4,19,Shoes,Sydney,NSW,9,2014,return,,
Tracey Wright,F,2963,Product 4,19,Shoes,Sydney,NSW,10,2014,return,,
Jonathan Glover,M,2964,Product 70,189,Clothes-Women,Melbourne,VIC,10,2014,new,,
Stephanie Edmunds,F,2971,Product 18,24,Shoes,Sydney,NSW,10,2014,new,,
Stephanie Edmunds,F,2971,Product 13,25,Shoes,Sydney,NSW,12,2014,return,,
Grace Quinn,F,2997,Product 23,49,Shoes,Sydney,NSW,3,2014,new,,
Grace Quinn,F,2997,Product 3,14,Bathroom,Brisbane,QLD,10,2014,return,,
Grace Quinn,F,2997,Product 23,49,Shoes,Sydney,NSW,11,2014,return,,
Amanda Mackenzie,F,2998,Product 70,189,Kitchen,Sydney,NSW,4,2014,new,,
Amanda Mackenzie,F,2998,Product 4,19,Household,Melbourne,VIC,6,2014,return,,
Amanda Mackenzie,F,2998,Product 16,29,Shoes,Sydney,NSW,10,2014,return,,
Anna Reid,F,3001,Product 26,55,Shoes,Sydney,NSW,2,2014,new,,
Anna Reid,F,3001,Product 162,218,Kitchen,Melbourne,VIC,8,2014,return,,
Anna Reid,F,3001,Product 4,19,Household,Melbourne,VIC,10,2014,return,,
Anna Reid,F,3001,Product 12,59,Shoes,Sydney,NSW,10,2014,return,,
Anna Reid,F,3001,Product 16,29,Household,Melbourne,VIC,10,2014,return,,
Mary May,F,3012,Product 2,39,Outerwear,Melbourne,VIC,10,2014,new,,
Dorothy Black,F,3015,Product 4,19,Shoes,Sydney,NSW,10,2014,new,,
Dorothy Black,F,3015,Product 23,49,Shoes,Sydney,NSW,10,2014,return,,
Dorothy Black,F,3015,Product 5,35,Shoes,Sydney,NSW,11,2014,return,,
Zoe Tucker,F,3019,Product 13,25,Shoes,Sydney,NSW,1,2014,new,,
Zoe Tucker,F,3019,Product 13,25,Shoes,Sydney,NSW,10,2014,return,,
Victoria Dowd,F,3030,Product 2,39,Shoes,Sydney,NSW,5,2014,new,,
Victoria Dowd,F,3030,Product 15,99,Shoes,Sydney,NSW,7,2014,return,,
Victoria Dowd,F,3030,Product 6,5,Shoes,Sydney,NSW,10,2014,return,,
Victoria Dowd,F,3030,Product 2,39,Shoes,Sydney,NSW,11,2014,return,,
Victoria Dowd,F,3030,Product 17,149,Household,Melbourne,VIC,11,2014,return,,
Victoria Dowd,F,3030,Product 23,49,Shoes,Sydney,NSW,11,2014,return,,
Karen Slater,F,3043,Product 2,39,Outerwear,Melbourne,VIC,2,2014,new,,
Karen Slater,F,3043,Product 2,39,Outerwear,Melbourne,VIC,3,2014,return,,
Karen Slater,F,3043,Product 5,35,Bathroom,Melbourne,VIC,3,2014,return,,
Karen Slater,F,3043,Product 108,58,Bathroom,Melbourne,VIC,3,2014,return,,
Karen Slater,F,3043,Product 15,99,Outerwear,Melbourne,VIC,4,2014,return,,
Karen Slater,F,3043,Product 2,39,Household,Sydney,NSW,5,2014,return,,
Karen Slater,F,3043,Product 15,99,Outerwear,Sydney,NSW,6,2014,return,,
Karen Slater,F,3043,Product 23,49,Bathroom,Melbourne,VIC,7,2014,return,,
Karen Slater,F,3043,Product 37,70,Bathroom,Melbourne,VIC,10,2014,return,,
Penelope Nash,F,3048,Product 4,19,Shoes,Sydney,NSW,7,2014,new,,
Penelope Nash,F,3048,Product 47,11,Shoes,Sydney,NSW,10,2014,return,,
Jan Nash,F,3066,Product 30,45,Household,Brisbane,QLD,3,2014,new,,
Jan Nash,F,3066,Product 81,13,Shoes,Sydney,NSW,10,2014,return,,
Leah Burgess,F,3081,Product 23,49,Shoes,Sydney,NSW,2,2014,new,,
Leah Burgess,F,3081,Product 16,29,Bathroom,Brisbane,QLD,3,2014,return,,
Leah Burgess,F,3081,Product 7,9,Shoes,Sydney,NSW,7,2014,return,,
Leah Burgess,F,3081,Product 47,11,Accessories,Brisbane,QLD,8,2014,return,,
Leah Burgess,F,3081,Product 28,12,Shoes,Sydney,NSW,10,2014,return,,
Grace Parr,F,3082,Product 15,99,Clothes-Men,Sydney,NSW,10,2014,new,,
Bernadette Stewart,F,3091,Product 23,49,Bathroom,Sydney,NSW,5,2014,new,,
Bernadette Stewart,F,3091,Product 23,49,Furniture,Sydney,NSW,10,2014,return,,
Bernadette Stewart,M,3091,Product 23,49,Shoes,Sydney,NSW,10,2014,return,,
Bernadette Stewart,M,3091,Product 3,14,Shoes,Sydney,NSW,10,2014,return,,
Ella Davies,F,3111,Product 2,39,Shoes,Sydney,NSW,6,2014,new,,
Ella Davies,F,3111,Product 2,39,Shoes,Sydney,NSW,8,2014,return,,
Ella Davies,F,3111,Product 4,19,Shoes,Sydney,NSW,10,2014,return,,
Ella Davies,F,3111,Product 2,39,Shoes,Sydney,NSW,12,2014,return,,
Melanie Butler,F,3115,Product 59,20,Household,Sydney,NSW,2,2014,new,,
Melanie Butler,F,3115,Product 23,49,Shoes,Sydney,NSW,5,2014,return,,
Melanie Butler,F,3115,Product 5,35,Shoes,Sydney,NSW,6,2014,return,,
Melanie Butler,F,3115,Product 16,29,Shoes,Sydney,NSW,10,2014,return,,
Donna Manning,F,3119,Product 7,9,Shoes,Sydney,NSW,8,2014,new,,
Donna Manning,F,3119,Product 5,35,Shoes,Sydney,NSW,8,2014,return,,
Donna Manning,F,3119,Product 139,238,Shoes,Sydney,NSW,8,2014,return,,
Donna Manning,F,3119,Product 28,12,Shoes,Sydney,NSW,8,2014,return,,
Donna Manning,F,3119,Product 16,29,Shoes,Sydney,NSW,10,2014,return,,
Phil Abraham,M,3161,Product 23,49,Accessories,Melbourne,VIC,10,2014,new,,
Felicity Alsop,F,3164,Product 122,240,Household,Sydney,NSW,3,2014,new,,
Felicity Alsop,F,3164,Product 2,39,Outerwear,Sydney,NSW,3,2014,return,,
Felicity Alsop,F,3164,Product 23,49,Bathroom,Sydney,NSW,3,2014,return,,
Felicity Alsop,F,3164,Product 16,29,Household,Sydney,NSW,3,2014,return,,
Felicity Alsop,F,3164,Product 12,59,Household,Sydney,NSW,4,2014,return,,
Felicity Alsop,F,3164,Product 23,49,Shoes,Sydney,NSW,5,2014,return,,
Felicity Alsop,F,3164,Product 23,49,Shoes,Sydney,NSW,5,2014,return,,
Felicity Alsop,F,3164,Product 4,19,Shoes,Sydney,NSW,6,2014,return,,
Felicity Alsop,F,3164,Product 4,19,Shoes,Sydney,NSW,7,2014,return,,
Felicity Alsop,F,3164,Product 15,99,Clothes-Women,Sydney,NSW,7,2014,return,,
Felicity Alsop,F,3164,Product 8,69,Shoes,Sydney,NSW,7,2014,return,,
Felicity Alsop,F,3164,Product 7,9,Shoes,Sydney,NSW,7,2014,return,,
Felicity Alsop,F,3164,Product 16,29,Shoes,Sydney,NSW,7,2014,return,,
Felicity Alsop,F,3164,Product 16,29,Outerwear,Sydney,NSW,8,2014,return,,
Felicity Alsop,F,3164,Product 102,50,Bathroom,Sydney,NSW,8,2014,return,,
Felicity Alsop,F,3164,Product 2,39,Bathroom,Sydney,NSW,9,2014,return,,
Felicity Alsop,F,3164,Product 2,39,Outerwear,Sydney,NSW,9,2014,return,,
Felicity Alsop,F,3164,Product 16,29,Shoes,Sydney,NSW,10,2014,return,,
Felicity Alsop,F,3164,Product 2,39,Bathroom,Sydney,NSW,10,2014,return,,
Kylie Mitchell,F,3173,Product 2,39,Shoes,Sydney,NSW,3,2014,new,,
Kylie Mitchell,F,3173,Product 17,149,Clothes-Women,Sydney,NSW,10,2014,return,,
Jacob Young,M,3176,Product 6,5,Shoes,Sydney,NSW,10,2014,new,,
Jacob Young,M,3176,Product 29,129,Shoes,Sydney,NSW,11,2014,return,,
Joanne Welch,F,3185,Product 16,29,Bathroom,Sydney,NSW,1,2014,new,,
Joanne Welch,F,3185,Product 12,59,Clothes-Women,Sydney,NSW,4,2014,return,,
Joanne Welch,F,3185,Product 33,6,Shoes,Sydney,NSW,6,2014,return,,
Joanne Welch,F,3185,Product 18,24,Shoes,Sydney,NSW,10,2014,return,,
Lisa Butler,F,3193,Product 10,15.00,Shoes,Sydney,NSW,1,2014,new,,
Lisa Butler,F,3193,Product 11,119,Shoes,Sydney,NSW,4,2014,return,,
Lisa Butler,F,3193,Product 12,59,Shoes,Sydney,NSW,4,2014,return,,
Lisa Butler,F,3193,Product 13,25,Shoes,Sydney,NSW,4,2014,return,,
Lisa Butler,F,3193,Product 14,34,Shoes,Sydney,NSW,5,2014,return,,
Lisa Butler,F,3193,Product 15,99,Shoes,Sydney,NSW,10,2014,return,,
Lisa Butler,F,3193,Product 4,19,Shoes,Sydney,NSW,11,2014,return,,
Sarah Stewart,F,3203,Product 7,9,Bathroom,Sydney,NSW,5,2014,new,,
Sarah Stewart,F,3203,Product 23,49,Shoes,Sydney,NSW,8,2014,return,,
Sarah Stewart,F,3203,Product 45,199,Shoes,Sydney,NSW,8,2014,return,,
Sarah Stewart,F,3203,Product 4,19,Shoes,Sydney,NSW,9,2014,return,,
Sarah Stewart,F,3203,Product 23,49,Shoes,Sydney,NSW,9,2014,return,,
Sarah Stewart,F,3203,Product 2,39,Bathroom,Sydney,NSW,9,2014,return,,
Sarah Stewart,F,3203,Product 46,115,Bathroom,Sydney,NSW,9,2014,return,,
Sarah Stewart,F,3203,Product 4,19,Accessories,Sydney,NSW,9,2014,return,,
Sarah Stewart,F,3203,Product 23,49,Household,Sydney,NSW,9,2014,return,,
Sarah Stewart,F,3203,Product 47,11,Bathroom,Sydney,NSW,10,2014,return,,
Rose Dyer,F,3237,Product 4,19,Furniture,Sydney,NSW,3,2014,new,,
Rose Dyer,F,3237,Product 19,89,Household,Sydney,NSW,4,2014,return,,
Rose Dyer,F,3237,Product 23,49,Household,Sydney,NSW,4,2014,return,,
Rose Dyer,F,3237,Product 55,65,Clothes-Men,Sydney,NSW,4,2014,return,,
Rose Dyer,F,3237,Product 23,49,Clothes-Women,Sydney,NSW,4,2014,return,,
Rose Dyer,F,3237,Product 4,19,Shoes,Sydney,NSW,5,2014,return,,
Rose Dyer,F,3237,Product 16,29,Outerwear,Sydney,NSW,6,2014,return,,
Rose Dyer,F,3237,Product 61,44,Shoes,Sydney,NSW,7,2014,return,,
Rose Dyer,F,3237,Product 6,5,Shoes,Sydney,NSW,10,2014,return,,
Rose Dyer,F,3237,Product 4,19,Shoes,Sydney,NSW,11,2014,return,,
Nicola Avery,F,3240,Product 4,19,Shoes,Sydney,NSW,9,2014,new,,
Nicola Avery,F,3240,Product 23,49,Clothes-Women,Melbourne,VIC,10,2014,return,,
Nicola Avery,F,3240,Product 8,69,Clothes-Women,Melbourne,VIC,12,2014,return,,
Jan Dickens,F,3242,Product 15,99,Clothes-Men,Melbourne,VIC,10,2014,new,,
Irene Campbell,F,3264,Product 81,13,Shoes,Sydney,NSW,5,2014,new,,
Irene Campbell,F,3264,Product 23,49,Shoes,Sydney,NSW,5,2014,return,,
Irene Campbell,F,3264,Product 70,189,Clothes-Women,Brisbane,QLD,10,2014,return,,
Joan McDonald,F,3287,Product 8,69,Bathroom,Melbourne,VIC,1,2014,new,,
Joan McDonald,F,3287,Product 91,22,Shoes,Sydney,NSW,2,2014,return,,
Joan McDonald,F,3287,Product 2,39,Clothes-Men,Melbourne,VIC,4,2014,return,,
Joan McDonald,F,3287,Product 55,65,Shoes,Sydney,NSW,4,2014,return,,
Joan McDonald,F,3287,Product 5,35,Household,Melbourne,VIC,5,2014,return,,
Joan McDonald,F,3287,Product 23,49,Clothes-Men,Melbourne,VIC,6,2014,return,,
Joan McDonald,F,3287,Product 2,39,Shoes,Sydney,NSW,6,2014,return,,
Joan McDonald,F,3287,Product 19,89,Shoes,Sydney,NSW,6,2014,return,,
Joan McDonald,F,3287,Product 4,19,Shoes,Sydney,NSW,9,2014,return,,
Joan McDonald,F,3287,Product 13,25,Shoes,Sydney,NSW,10,2014,return,,
Carol Manning,F,3299,Product 2,39,Shoes,Brisbane,QLD,1,2014,new,,
Carol Manning,F,3299,Product 112,289,Clothes-Women,Brisbane,QLD,2,2014,return,,
Carol Manning,F,3299,Product 13,25,Shoes,Sydney,NSW,3,2014,return,,
Carol Manning,F,3299,Product 12,59,Outerwear,Brisbane,QLD,10,2014,return,,
Anthony Hemmings,M,3302,Product 18,24,Shoes,Sydney,NSW,10,2014,new,,
Ruth Gill,F,3344,Product 4,19,Shoes,Sydney,NSW,10,2014,new,,
Ruth Gill,F,3344,Product 115,36,Shoes,Sydney,NSW,10,2014,return,,
Nicola Dyer,F,3351,Product 56,179,Kitchen,Melbourne,VIC,7,2014,new,,
Nicola Dyer,F,3351,Product 2,39,Bathroom,Melbourne,VIC,9,2014,return,,
Nicola Dyer,F,3351,Product 2,39,Bathroom,Melbourne,VIC,9,2014,return,,
Nicola Dyer,F,3351,Product 57,10,Shoes,Sydney,NSW,10,2014,return,,
Nicola Dyer,F,3351,Product 4,19,Shoes,Sydney,NSW,10,2014,return,,
Anthony Davidson,M,3356,Product 23,49,Bathroom,Sydney,NSW,10,2014,new,,
Emily Hart,F,3362,Product 10,15,Household,Sydney,NSW,3,2014,new,,
Emily Hart,F,3362,Product 56,179,Clothes-Women,Melbourne,VIC,10,2014,return,,
Lillian Ellison,F,3365,Product 6,5,Shoes,Sydney,NSW,10,2014,new,,
Lillian Ellison,F,3365,Product 4,19,Furniture,Sydney,NSW,10,2014,return,,
Tracey Hodges,F,3370,Product 24,14.99,Shoes,Sydney,NSW,1,2014,new,,
Tracey Hodges,F,3370,Product 16,29,Household,Sydney,NSW,4,2014,return,,
Tracey Hodges,F,3370,Product 16,29,Shoes,Sydney,NSW,8,2014,return,,
Tracey Hodges,F,3370,Product 6,5,Shoes,Sydney,NSW,10,2014,return,,
Lisa Sutherland,F,3371,Product 26,55,Outerwear,Melbourne,VIC,10,2014,new,,
Rachel Payne,F,3377,Product 16,29,Household,Sydney,NSW,2,2014,new,,
Rachel Payne,F,3377,Product 21,79,Clothes-Men,Melbourne,VIC,10,2014,return,,
Rachel Payne,F,3377,Product 2,39,Bathroom,Melbourne,VIC,12,2014,return,,
Hannah Dyer,F,3397,Product 6,5,Shoes,Sydney,NSW,10,2014,new,,
Adrian Murray,M,3400,Product 7,9,Shoes,Sydney,NSW,10,2014,new,,
Connor Ince,M,3402,Product 5,35,Shoes,Sydney,NSW,10,2014,new,,
Connor Ince,M,3402,Product 5,35,Shoes,Sydney,NSW,10,2014,return,,
Ava Quinn,F,3408,Product 2,39,Household,Brisbane,QLD,10,2014,new,,
Ava Quinn,F,3408,Product 2,39,Household,Brisbane,QLD,10,2014,return,,
Dorothy Vance,F,3423,Product 16,29,Clothes-Women,Sydney,NSW,2,2014,new,,
Dorothy Vance,F,3423,Product 2,39,Bathroom,Sydney,NSW,3,2014,return,,
Dorothy Vance,F,3423,Product 4,19,Bathroom,Sydney,NSW,4,2014,return,,
Dorothy Vance,F,3423,Product 5,35,Clothes-Women,Sydney,NSW,4,2014,return,,
Dorothy Vance,F,3423,Product 5,35,Bathroom,Sydney,NSW,6,2014,return,,
Dorothy Vance,F,3423,Product 2,39,Bathroom,Sydney,NSW,6,2014,return,,
Dorothy Vance,F,3423,Product 26,55,Clothes-Women,Sydney,NSW,8,2014,return,,
Dorothy Vance,F,3423,Product 2,39,Bathroom,Sydney,NSW,8,2014,return,,
Dorothy Vance,F,3423,Product 18,24,Bathroom,Sydney,NSW,8,2014,return,,
Dorothy Vance,F,3423,Product 145,46,Bathroom,Sydney,NSW,8,2014,return,,
Dorothy Vance,F,3423,Product 8,69,Bathroom,Sydney,NSW,8,2014,return,,
Dorothy Vance,F,3423,Product 99,44.25,Shoes,Sydney,NSW,8,2014,return,,
Dorothy Vance,F,3423,Product 16,29,Clothes-Women,Sydney,NSW,9,2014,return,,
Dorothy Vance,F,3423,Product 8,69,Bathroom,Sydney,NSW,10,2014,return,,
Dorothy Vance,F,3423,Product 45,199,Kitchen,Sydney,NSW,10,2014,return,,
Bella Cameron,F,3430,Product 15,99,Clothes-Women,Sydney,NSW,5,2014,new,,
Bella Cameron,F,3430,Product 7,9,Shoes,Sydney,NSW,7,2014,return,,
Bella Cameron,F,3430,Product 21,79,Clothes-Women,Sydney,NSW,8,2014,return,,
Bella Cameron,F,3430,Product 13,25,Shoes,Sydney,NSW,10,2014,return,,
Bella Cameron,F,3430,Product 105,66,Bathroom,Sydney,NSW,12,2014,return,,
Nicola Vaughan,F,3433,Product 16,29,Clothes-Women,Brisbane,QLD,10,2014,new,,
Richard Rees,M,3437,Product 2,39,Outerwear,Melbourne,VIC,3,2014,new,,
Richard Rees,M,3437,Product 8,69,Outerwear,Melbourne,VIC,10,2014,return,,
Richard Rees,M,3437,Product 2,39,Outerwear,Melbourne,VIC,11,2014,return,,
Felicity Anderson,F,3455,Product 4,19,Shoes,Sydney,NSW,4,2014,new,,
Felicity Anderson,F,3455,Product 15,99,Clothes-Men,Melbourne,VIC,4,2014,return,,
Felicity Anderson,F,3455,Product 21,79,Shoes,Sydney,NSW,5,2014,return,,
Felicity Anderson,F,3455,Product 16,29,Shoes,Sydney,NSW,10,2014,return,,
Felicity Anderson,F,3455,Product 28,12,Shoes,Sydney,NSW,10,2014,return,,
Felicity Anderson,F,3455,Product 28,12,Shoes,Sydney,NSW,10,2014,return,,
Felicity Anderson,F,3455,Product 16,29,Shoes,Sydney,NSW,12,2014,return,,
Tracey Forsyth,F,3463,Product 16,29,Shoes,Sydney,NSW,10,2014,new,,
Tracey Forsyth,F,3463,Product 81,13,Shoes,Sydney,NSW,10,2014,return,,
Tracey Forsyth,F,3463,Product 81,13,Shoes,Sydney,NSW,10,2014,return,,
Tracey Forsyth,F,3463,Product 19,89,Shoes,Sydney,NSW,11,2014,return,,
Grace Sutherland,F,3464,Product 56,179,Household,Sydney,NSW,1,2014,new,,
Grace Sutherland,F,3464,Product 23,49,Household,Sydney,NSW,4,2014,return,,
Grace Sutherland,F,3464,Product 19,89,Clothes-Women,Sydney,NSW,4,2014,return,,
Grace Sutherland,F,3464,Product 4,19,Accessories,Sydney,NSW,5,2014,return,,
Grace Sutherland,F,3464,Product 19,89,Clothes-Women,Sydney,NSW,6,2014,return,,
Grace Sutherland,F,3464,Product 15,99,Clothes-Women,Sydney,NSW,10,2014,return,,
Grace Sutherland,M,3464,Product 8,69,Shoes,Sydney,NSW,10,2014,return,,
Joanne Young,Unknown,3467,Product 8,69,Clothes-Men,Sydney,NSW,10,2014,new,,
Rebecca Roberts,F,3483,Product 7,9,Shoes,Sydney,NSW,5,2014,new,,
Rebecca Roberts,F,3483,Product 171,134,Bathroom,Melbourne,VIC,10,2014,return,,
Victoria Wilson,F,3487,Product 57,10,Shoes,Sydney,NSW,10,2014,new,,
Victoria Wilson,F,3487,Product 4,19,Shoes,Sydney,NSW,10,2014,return,,
Alexander Lewis,Unknown,3492,Product 76,80,Household,Melbourne,VIC,10,2014,new,,
Alexander Lewis,Unknown,3492,Product 19,89,Clothes-Women,Melbourne,VIC,12,2014,return,,
Andrew Hunter,M,3508,Product 5,35,Bathroom,Sydney,NSW,1,2014,new,,
